title,brand,price,description,material,size,color,url,img_url
,Curated by Nimma,229000,Koleksi terbaru Mukena Dewasa Terusan Katun Mikro Hoodie - Fathah Pastel Blue dari Curated by Nimma,katun mikro,,Pastel Blue,https://www.hijup.com/id/mukena/129462-mukena-dewasa-terusan-katun-mikro-hoodie-fathah-pastel-blue,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702129/big_v1-1830-129462-213674-26240-46-318706.jpg
,Curated by Nimma,229000,Koleksi terbaru Mukena Dewasa Terusan Katun Mikro Hoodie - Fathah Peach Pink dari Curated by Nimma,katun mikro,,Peach Pink,https://www.hijup.com/id/mukena/129463-mukena-dewasa-terusan-katun-mikro-hoodie-fathah-peach-pink,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702141/big_v1-1830-129463-213675-26240-46-318707.jpg
,Laviolet Clothing,298000,Sierra Kaftan Maroccain Blue dari Laviolet Clothing. Koleksi Kaftan muslim terbaru dengan material yang nyaman dikenakan.,wolfis,All Size,Maroccain Blue,https://www.hijup.com/id/kaftan/133581-sierra-kaftan-maroccain-blue,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/726113/big_v1-713-133581-220393-26524-46-329076.jpg
Black,My Daily Hijab,146000,"Hallo Mysis,
Selamat datang di Toko kami My Daily Hijab

Hijab Sporty nyaman untuk olahraga maupun kegiatan sehari-hari
- Bergo dengan pet anti temben
- Bahan spandek nyaman dan lembut untuk dipakai sehari-hari
- Menutup dada dan panjang bagian belakang
- Sangat nyaman dipakai kegiatan casual santai dan olahraga
- Bahan nyaman, adem
- Desain pas di wajah, menyamarkan pipi tembem dan cantik dipakai",Spandek,One Size,Black,https://www.hijup.com/id/instan-hijab/92665-tasya-hijab-sporty,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/721353/big_1001._Tasya_Hijab_Sporty_Black_1.jpg
,Hessya,599000,"Mukena Premium by Hessya x Hijup
AIYANA SERIES is ready for you, love.
Kami menghadirkan Mukena yang nyaman digunakan saat beribadah.
Free Tas Cantik dan Sajadah
Material:
Twill Shiny berbahan dasar katun Premium yang lembut, nyaman, dan adem.
Packaging: Soft box + Pita

We hope this series can light up your day when yau wear it.
New Dress from Hessya Label X HIJUP",Twill Shiny with Katun,,Grey,https://www.hijup.com/id/mukena/129596-mukena-aiyana-series-grey,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/705216/big_v1-1173-129596-213833-26245-46-318891.jpg
,MINEA,199000,"Produk baru 𝐌𝐈𝐍𝐄𝐀 yaitu sajadah, warna-warnanya cantik dengan desain yang simple, masih tetap menggunakan material katun linen dipadukan dengan kain tenun motif-motif cantik unik khas kota Jepara menjadi ciri khas 𝐌𝐈𝐍𝐄𝐀

Bisa untuk hadiah pernikahan atau seserahan

Komitmen 𝐌𝐈𝐍𝐄𝐀 akan selalu menggunakan material katun linen & tenun, mengutamakan kualitas dan kenyamanan
",Katun linen kombinasi tenun,One size,Kuning,https://www.hijup.com/id/sajadah/92250-minea-sajadah-tenun-kuning,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/496914/big_Sajadah_kuning_1.JPG
Taupe,HIJUP ESSENTIALS,299000,Catisa Dress dari HIJUP ESSENTIALS.,- Long dress.,L,Creme,https://www.hijup.com/id/long-dress/73574-catisa-dress,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/397703/big_v1-656-73574-134342--70-184159.jpg
,MINEA,199000,"Produk baru 𝐌𝐈𝐍𝐄𝐀 yaitu sajadah, warna-warnanya cantik dengan desain yang simple, masih tetap menggunakan material katun linen dipadukan dengan kain tenun motif-motif cantik unik khas kota Jepara menjadi ciri khas 𝐌𝐈𝐍𝐄𝐀

Bisa untuk hadiah pernikahan atau seserahan

Komitmen 𝐌𝐈𝐍𝐄𝐀 akan selalu menggunakan material katun linen & tenun, mengutamakan kualitas dan kenyamanan
",Katun linen kombinasi tenun,One size,Cream,https://www.hijup.com/id/sajadah/92258-minea-sajadah-tenun-cream,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/496943/big_Sajadah_cream_1.JPG
Rose Gold,CHALE Official,549000,Koleksi Raya dari CHÂLE yang sangat shopisticated. Terbuat dari bahan silk dan tulle yang membuat kesan mewah. Koleksi ini sangat terbatas. Miliki segera!,Cradenza Silk & Pleated Tulle Premium,All Size,Rose Gold,https://www.hijup.com/id/long-dress/96510-paloma-dress-raya-collection-limited-edition,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/518337/big_45.png
,Tatuis,395000,Koleksi terbaru Shiva 160 Amabella Calista Brown dari Tatuis,Premium Parachute print,All Size,Brown,https://www.hijup.com/id/mukena/135074-shiva-160-amabella-calista-brown,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/738694/big_v1-175-135074-222696-26620-46-333281.jpg
Grey Blue,CHALE Official,499000,Florry Dress dari CHALE Official. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,Premium Pretty Women,All Size,Grey Blue,https://www.hijup.com/id/long-dress/88271-florry-dress,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/476764/big_67.jpg
,Magic Spell,179000,"- Mukena 2in1 terdiri dari atasan dan bawahan
- Atasan mukena dapat dipakai 2 cara yaitu dengan hoodie atau tanpa hoodie
- Ada ziper hidup di bagian bawah dagu
- Tali ikat
- Pinggang karet
- Extra tas dan sejadah muka
- Bahan parasut premium korea tekstur halus, ringan dan lembut",Parasut premium korea,All Size,Navy,https://www.hijup.com/id/mukena/137818-aine-bpse-2in1-travelling-prayer-set-msbe906,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/748665/big_IMG_2689_.jpg
,Laviolet Clothing,298000,Sierra Kaftan Mozaic Brown dari Laviolet Clothing. Koleksi Kaftan muslim terbaru dengan material yang nyaman dikenakan.,wolfis,All Size,Mozaic Brown,https://www.hijup.com/id/kaftan/133583-sierra-kaftan-mozaic-brown,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/726133/big_v1-713-133583-220395-26524-46-329078.jpg
,Magic Spell,179000,"- Mukena 2in1 terdiri dari atasan dan bawahan
- Atasan mukena dapat dipakai 2 cara yaitu dengan hoodie atau tanpa hoodie
- Ada ziper hidup di bagian bawah dagu
- Tali ikat
- Pinggang karet
- Extra tas dan sejadah muka
- Bahan parasut premium korea tekstur halus, ringan dan lembut",Parasut premium korea,All Size,Off White,https://www.hijup.com/id/mukena/137820-farah-bpse-2in1-travelling-prayer-set-msbe905,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/748679/big_IMG_2542_.jpg
,Laviolet Clothing,299000,Zahira Tunic Maroon Black dari Laviolet Clothing. Koleksi Tunik muslim terbaru dengan material yang nyaman dikenakan.,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",M,Maroon Black,https://www.hijup.com/id/tunik/133587-zahira-tunic-maroon-black,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/726173/big_v1-713-133587-220399-26524-70-329082.jpg
"Mukena Resleting Maryam Motif bunga kecil hitam, rok hitam",,238000,,,,,https://www.hijup.com/id/categories/mukena?product_search%5Bpage%5D=6,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/585683/smaller_png_20220822_082000_0000.png
,HIKMAT,999000,Koleksi terbaru N5024 Brick dari HIKMAT,Dobby Rayon,,Brick,https://www.hijup.com/id/mukena/132773-n5024-brick,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/718584/big_N5024_ORANGE_1.jpg
,Tatuis,625000,Koleksi terbaru Danastri Exclusive Tatuis Grey For HIJUP dari Tatuis,Cradenza Silk Premium,,Grey,https://www.hijup.com/id/mukena/134479-danastri-exclusive-tatuis-grey-for-hijup,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/735903/big_v1-175-134479-221775-26579-46-331583.jpg
Mukena Dewasa Terusan Katun Mikro - Rahmah Leek Green,,229000,,,,,https://www.hijup.com/id/categories/mukena?product_search%5Bpage%5D=5,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702163/smaller_v1-1830-129457-213669-26240-46-318701.jpg
,Kamiidea,429000,"Lightweight prayer set made of delicate satin matte with adjustable head strap and skirt's elastic band all packed in a drawstring pouch.

Set mukena ringan yang terbuat dari bahan satin matte halus, pengikat kepala serta rok elastis yang dikemas dalam kantong serut.

- Lightweight
- 3 color options
- Made with delicate satin

- Bahan ringan
- Tersedia 3 pilihan warna
- Terbuat dari bahan satin matte yang lembut

Free size for Adult","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",,Black,https://www.hijup.com/id/mukena/136162-kami-travel-prayer-set-plain-3-black,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/737787/big_KAMI_TRAVEL_PRAYER_SET_BLACK_1.jpg
Grey,Tatuis,475000,Koleksi terbaru Anjani Rebecca Maxi Raya Collection Grey dari Tatuis,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",,Grey,https://www.hijup.com/id/mukena/93649-anjani-rebecca-maxi-raya-collection-grey,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/520695/big_1_4.jpg
Multicolor,Buttonscarves,275000,Koleksi terbaru Kelly Square in Arona dari Buttonscarves,Cationic Poliester,All Size,Multicolor,https://www.hijup.com/id/hijab-polos/117721-kelly-square-in-arona,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/648893/big_KELLY_SQUARE_IN_ARONA_2.jpg
,Kamiidea,429000,"Lightweight prayer set made of delicate satin matte with adjustable head strap and skirt's elastic band all packed in a drawstring pouch.

Set mukena ringan yang terbuat dari bahan satin matte halus, pengikat kepala serta rok elastis yang dikemas dalam kantong serut.

- Lightweight
- 3 color options
- Made with delicate satin

- Bahan ringan
- Tersedia 3 pilihan warna
- Terbuat dari bahan satin matte yang lembut

Free size for Adult","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",,Coastal Grey,https://www.hijup.com/id/mukena/136163-kami-travel-prayer-set-plain-3-coastal-grey,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/737792/big_KAMI_TRAVEL_PRAYER_SET_STONE_1.jpg
,Kamiidea,429000,"Lightweight prayer set made of delicate satin matte with adjustable head strap and skirt's elastic band all packed in a drawstring pouch.

Set mukena ringan yang terbuat dari bahan satin matte halus, pengikat kepala serta rok elastis yang dikemas dalam kantong serut.

- Lightweight
- 3 color options
- Made with delicate satin

- Bahan ringan
- Tersedia 3 pilihan warna
- Terbuat dari bahan satin matte yang lembut

Free size for Adult","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",,Midnight Spruce,https://www.hijup.com/id/mukena/136161-kami-travel-prayer-set-plain-3-midnight-spruce,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/737782/big_KAMI_TRAVEL_PRAYER_SET_TEL_BLUE_1.jpg
Multicolor,Buttonscarves,275000,Koleksi terbaru Kelly Square in Foxglove dari Buttonscarves,Cationic Poliester,All Size,Multicolor,https://www.hijup.com/id/hijab-polos/117730-kelly-square-in-foxglove,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/648838/big_KELLY_SQUARE_IN_FOXGLOVE_2.jpg
,Buttonscarves,425000,Koleksi terbaru Decorda Voile Square - Light Taupe dari Buttonscarves,Premium voile,All Size,Multicolor,https://www.hijup.com/id/hijab-motif/133880-decorda-voile-square-light-taupe,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/725875/big_BUTTONSCARVES_DECORDA_SERIES_IN_LIGHT_TAUPE_4.JPG
Multicolor,Buttonscarves,275000,Koleksi terbaru Kelly Square in Boulervard dari Buttonscarves,Cationic Poliester,All Size,Multicolor,https://www.hijup.com/id/hijab-polos/117726-kelly-square-in-boulervard,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/648863/big_KELLY_SQUARE_IN_BOULEVARD_4.jpg
,Buttonscarves,425000,Koleksi terbaru Decorda Voile Square - Black dari Buttonscarves,Premium voile,All Size,Multicolor,https://www.hijup.com/id/hijab-motif/133869-decorda-voile-square-black,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/725831/big_BUTTONSCARVES_DECORDA_SERIES_IN_BLACK_3.JPG
,Tatuis,599000,Koleksi terbaru Shiva 166 Naomi Melati Black dari Tatuis,Almeera Silk,All Size,Black,https://www.hijup.com/id/mukena/135096-shiva-166-naomi-melati-black,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/738302/big_v1-175-135096-222718-26620-46-333303.jpg
,Tatuis,175000,Koleksi terbaru Shafwa 030 Fadwah Spesial Hajji Mukena Baby Blue dari Tatuis,micro cotton,All Size,Baby Blue,https://www.hijup.com/id/mukena/138876-shafwa-030-fadwah-spesial-hajji-mukena-baby-blue,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/757443/big_Shafwa_030_Baby_Blue__4_.jpg
Soft Denim,My Daily Hijab,115000,"Pasmina Polos Instan
- Pasmina Jahit Tepi Bahan Ceruti Baby Doll
- Ukuran 175x70 cm
- Bahan nyaman, adem
- Mudah dibentuk mengikuti wajah",Cerutti baby doll,One Size,navy,https://www.hijup.com/id/instan-hijab/92663-pasmina-instan-cerutti,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/498247/big_563._Pasmina_Instan_Ceruti_Navy_1.JPG
,Curated by Nimma,269000,Koleksi terbaru Mukena Dewasa Parasut Premium  - Aleena Orchid dari Curated by Nimma,parasut premium,All Size,Orchid,https://www.hijup.com/id/mukena/129449-mukena-dewasa-parasut-premium-aleena-orchid,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702253/big_v1-1830-129449-213661-26240-46-318693.jpg
,Tatuis,599000,Koleksi terbaru Shiva 167 Soraya Nada Maxi Navy dari Tatuis,Almeera Silk,All Size,Navy,https://www.hijup.com/id/mukena/135091-shiva-167-soraya-nada-maxi-navy,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/738556/big_v1-175-135091-222713-26620-46-333298.jpg
,Buttonscarves,425000,Koleksi terbaru Decorda Voile Square - Charcoal Gray dari Buttonscarves,Premium voile,All Size,Multicolor,https://www.hijup.com/id/hijab-motif/133872-decorda-voile-square-charcoal-gray,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/725843/big_BUTTONSCARVES_DECORDA_SERIES_IN_CHARCOAL_GREY_2.JPG
,Curated by Nimma,269000,Koleksi terbaru Mukena Dewasa Parasut Premium  - Aleena Sage dari Curated by Nimma,parasut premium,All Size,Sage,https://www.hijup.com/id/mukena/129450-mukena-dewasa-parasut-premium-aleena-sage,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702243/big_v1-1830-129450-213662-26240-46-318694.jpg
biru,Tufaah,238000,"Bismillah,

Harga 188rb

Mukena Resleting Maryam Motif bunga kecil Warna biru atasan, rok navy

Bahan Katun Rayon premium

Ukuran (toleransi 1-2cm):
Panjang depan mukena 118cm. Belakang 136cm. Panjang rok 119cm. Tali ikat kepala manual, resleting bisa dibuka utk traveling jd ga perlu buka"" jilbab
",katun rayon premium,allsize,biru,https://www.hijup.com/id/mukena/107541-mukena-resleting-maryam-motif-bunga-kecil-warna-biru-atasan-rok-navy,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/585723/big_png_20220822_085127_0000.png
,Magic Spell,329000,"- Mukena basic terdiri dari atasan dan bawahan
- Karet kepala
- Detail renda
- Pinggang karet
- Extra tas
- Bahan katun rayon ",Katun rayon,All Size,Black,https://www.hijup.com/id/mukena/136849-nour-basic-prayer-set-msb939,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/742776/big_IMG_0586_.jpg
,Curated by Nimma,269000,Koleksi terbaru Mukena Dewasa Parasut Premium  - Aleena Choco dari Curated by Nimma,parasut premium,All Size,Choco,https://www.hijup.com/id/mukena/129448-mukena-dewasa-parasut-premium-aleena-choco,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702263/big_v1-1830-129448-213660-26240-46-318692.jpg
,Tufaah,238000,"Bismillah

Mukena Resleting Maryam. Motif bunga wrn dasar pink rok marun

Bahan Katun Rayon premium

Model tas pouch jd memudahkan utk dibawa bepergian sudah termasuk sajadah muka

Ukuran (toleransi 1-2cm):
Panjang depan mukena 118cm. Belakang 136cm. Panjang rok 118cm. Tali ikat kepala manual
",Katun rayon premium,allsize,Pink,https://www.hijup.com/id/mukena/97215-mukena-resleting-maryam-bunga-pink,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/523686/big_Picsart_22-04-22_06-50-52-330.jpg
,Tatuis,599000,Koleksi terbaru Shiva 167 Soraya Nada Maxi Cream dari Tatuis,Almeera Silk,All Size,Cream,https://www.hijup.com/id/mukena/135089-shiva-167-soraya-nada-maxi-cream,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/738572/big_v1-175-135089-222711-26620-46-333296.jpg
Dusty Pink,Tufaah,230000,"Bismillah

Mukena Resleting Maryam Polos. Dusty pink abu

Bahan Katun Rayon premium

Model tas pouch jd memudahkan utk dibawa bepergian sudah termasuk sajadah muka

Ukuran (toleransi 1-2cm):
Panjang depan mukena 118cm. Belakang 136cm. Panjang rok 118cm. Tali ikat kepala manual
",Katun Rayon Premium,Allsize,Dusty Pink,https://www.hijup.com/id/mukena/96947-mukena-resleting-maryam-polos-dusty-pink,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/521987/big_Picsart_22-04-18_04-16-02-601.jpg
,Tufaah,238000,"Bismillah

Mukena Luna Sea slategray

Bahan Katun Rayon premium
Renda putih..

Model tas pouch jd memudahkan utk dibawa bepergian sudah termasuk sajadah muka

Warna dasar : mukena abu slate, rok motif

Ukuran (toleransi 1-2cm):
Panjang depan mukena 118cm. Belakang 136cm. Panjang rok 118cm. Tali ikat kepala manual",katun rayon premium,allsize,slate gray,https://www.hijup.com/id/mukena/104847-mukena-luna-sea-slategray,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/568395/big_photo1658489959__2_.jpeg
,Tatuis,175000,Koleksi terbaru Shafwa 030 Fadwah Spesial Hajji Mukena Navy dari Tatuis,micro cotton,All Size,Navy,https://www.hijup.com/id/mukena/138879-shafwa-030-fadwah-spesial-hajji-mukena-navy,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/757455/big_Shafwa_030_Navy__4_.jpg
,Tatuis,175000,Koleksi terbaru Shafwa 030 Fadwah Spesial Hajji Mukena Mocca dari Tatuis,micro cotton,All Size,Mocca,https://www.hijup.com/id/mukena/138881-shafwa-030-fadwah-spesial-hajji-mukena-mocca,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/757467/big_Shafwa_030_Mocca__4_.jpg
,Tatuis,175000,Koleksi terbaru Shafwa 030 Fadwah Spesial Hajji Mukena Mauve dari Tatuis,micro cotton,All Size,Mauve,https://www.hijup.com/id/mukena/138882-shafwa-030-fadwah-spesial-hajji-mukena-mauve,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/757473/big_Shafwa_030_Mauve__4_.jpg
putih navy,Tufaah,238000,"Bismillah

Mukena Luna palem

Bahan Katun Rayon premium
Renda navy..

Model tas pouch jd memudahkan utk dibawa bepergian sudah termasuk sajadah muka

Warna dasar : mukena putih, rok navy

Ukuran (toleransi 1-2cm):
Panjang depan mukena 118cm. Belakang 136cm. Panjang rok 118cm. Tali ikat kepala manual
",katun rayon premium,allsize,putih navy,https://www.hijup.com/id/mukena/104853-mukena-luna-palem,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/568425/big_photo1658489576__2_.jpeg
,Tatuis,275000,Koleksi terbaru Tiara 558 Sisera Ayundi Travel Brown dari Tatuis,Parachute Crinkle,All Size,Brown,https://www.hijup.com/id/mukena/135103-tiara-558-sisera-ayundi-travel-brown,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/738284/big_v1-175-135103-222725-26620-46-333310.jpg
,Tatuis,175000,Koleksi terbaru Shafwa 030 Fadwah Spesial Hajji Mukena Green dari Tatuis,micro cotton,All Size,Green,https://www.hijup.com/id/mukena/138877-shafwa-030-fadwah-spesial-hajji-mukena-green,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/757449/big_Shafwa_030_Green__4_.jpg
Brown,Tatuis,275000,Tiara 455 Maezurra Putri Brown dari Tatuis. Koleksi Mukena muslim terbaru dengan material yang nyaman dikenakan.,Poly Cotton,,Brown,https://www.hijup.com/id/mukena/70111-tiara-455-maezurra-putri-brown,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/373125/big_176756.jpg
,AMALA,399000,Koleksi terbaru Mukena Darra Lavender dari AMALA,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",All Size,Lavender,https://www.hijup.com/id/mukena/123139-mukena-darra-lavender,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/677236/big_303625.jpg
hitam,Tufaah,238000,"Bismillah

Mukena Resleting Maryam Motif bunga kecil hitam, rok hitam... Cakepp bgt sihh ini 🖤🖤🖤

Bahan Katun Rayon premium

Ukuran (toleransi 1-2cm):
Panjang depan mukena 118cm. Belakang 136cm. Panjang rok 119cm. Tali ikat kepala manual, resleting bisa dibuka utk traveling jd ga perlu buka"" jilbab
",katun rayon premium,allsize,hitam,https://www.hijup.com/id/mukena/107531-mukena-resleting-maryam-motif-bunga-kecil-hitam-rok-hitam,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/585683/big_png_20220822_082000_0000.png
,Tatuis,1890000,Koleksi terbaru Pesona 001 Chelsea Zara Audra Broken White dari Tatuis,Premium Armani Silk & Premium Lace Brokat,All Size,Broken White,https://www.hijup.com/id/mukena/136099-pesona-001-chelsea-zara-audra-broken-white,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/739875/big_Pesona_001_BW_1_1710834591914.jpg
,Tatuis,175000,Koleksi terbaru Shafwa 030 Fadwah Spesial Hajji Mukena Lilac dari Tatuis,micro cotton,All Size,Lilac,https://www.hijup.com/id/mukena/138880-shafwa-030-fadwah-spesial-hajji-mukena-lilac,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/757461/big_Shafwa_030_Lylac__4_.jpg
,Tatuis,355000,Koleksi terbaru Tiara 577 Zanneta Lavanya Mukena Broken White dari Tatuis,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",All Size,Broken White,https://www.hijup.com/id/mukena/138874-tiara-577-zanneta-lavanya-mukena-broken-white,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/757431/big_Tiara_577_BW__4_.jpg
Broken White,Tatuis,235000,Tiara 450 Fajrina Balqis Broken White dari Tatuis.,- Mukena.,,Broken White,https://www.hijup.com/id/mukena/68585-tiara-450-fajrina-balqis-broken-white,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/361992/big_172599.jpg
,Curated by Nimma,217000,Fashion Muslim Dress Half Placket - Hannah Seafoam Green dari Curated by Nimma. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",All Size,Seafoam Green,https://www.hijup.com/id/long-dress/129479-fashion-muslim-dress-half-placket-hannah-seafoam-green,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702039/big_v1-1830-129479-213691-26240-46-318723.jpg
,Curated by Nimma,122000,Fashion Muslin Outer Wanita - Amara Denim dari Curated by Nimma. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,crinkle airflow,All Size,Denim,https://www.hijup.com/id/long-dress/129473-fashion-muslin-outer-wanita-amara-denim,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702051/big_v1-1830-129473-213685-26240-46-318717.jpg
,Curated by Nimma,217000,Fashion Muslim Dress Half Placket - Hannah Denim dari Curated by Nimma. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",All Size,Denim,https://www.hijup.com/id/long-dress/129478-fashion-muslim-dress-half-placket-hannah-denim,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/702029/big_v1-1830-129478-213690-26240-46-318722.jpg
,Elbise Moslemwear Official,258000,Faliha Ied Series Dress Mint dari Elbise Moslemwear Official. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Dior Silk Original
",L,Mint,https://www.hijup.com/id/long-dress/124247-faliha-ied-series-dress-mint,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/675761/big_WhatsApp_Image_2023-03-31_at_8.48.23_PM__3_.jpeg
,Elbise Moslemwear Official,258000,Faliha Ied Series Dress Peony dari Elbise Moslemwear Official. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Dior Silk Original
",M,Peony,https://www.hijup.com/id/long-dress/124248-faliha-ied-series-dress-peony,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/675769/big_WhatsApp_Image_2023-03-31_at_8.47.06_PM__2_.jpeg
,Elbise Moslemwear Official,258000,Faliha Ied Series Dress Iris dari Elbise Moslemwear Official. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Dior Silk Original
",M,Iris,https://www.hijup.com/id/long-dress/124249-faliha-ied-series-dress-iris,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/675784/big_WhatsApp_Image_2023-03-31_at_8.44.07_PM__3_.jpeg
Sakura,Elbise Moslemwear Official,258000,Faliha Ied Series Dress Sakura dari Elbise Moslemwear Official. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Dior Silk Original
",L,Sakura,https://www.hijup.com/id/long-dress/124246-faliha-ied-series-dress-sakura,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/675753/big_WhatsApp_Image_2023-03-31_at_8.46.15_PM__1_.jpeg
Shiva 143 Clemira Bellisa Maxi Blue,,395000,,,,,https://www.hijup.com/id/categories/peralatan-sholat?product_search%5Bpage%5D=9,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/644054/smaller_Shiva_143_Blue__1_.jpg
Dusty Blue,DAMA,385000,Mukena Basic Dusty Blue dari DAMA. Koleksi Mukena muslim terbaru dengan material yang nyaman dikenakan.,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",,Dusty Blue,https://www.hijup.com/id/mukena/84417-mukena-basic-dusty-blue,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/458142/big_209544.jpg
Dusty Pink,HIJUP ESSENTIALS,449000,Maisha Praying Set in Dusty Pink dari HIJUP ESSENTIALS. Koleksi Mukena muslim terbaru dengan material yang nyaman dikenakan.,Silk,,Dusty Pink,https://www.hijup.com/id/mukena/83490-maisha-praying-set-in-dusty-pink,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/457491/big_v1-656-83490-149280-24095-46-207536.jpg
,Alunicorn,369000,"Isyara Dress

Berbahan crepe premium dengan details lengan karet yang tentunya wudhu friendly. Terdapat ruffle organza yang membuat Isyara dress tampil sangat menawan.

Size Chart:
Size :   A(S-M) / B(L-XL)/ BS(XXL)
Panjang Dress : 138/138/140
Lingkar Dada   : 96/102/110
Lingkar Ketiak : 42/44/46
Panjang Tangan : 58/58/60
Notes :
If the color of the product on the display screen is different from the actual product, it could be because of your display screen settings or because of the camera flash.

Wash Care :
-Machine was cold
-Do not bleach   
-Iron low heat","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",BS (XXL),Rose,https://www.hijup.com/id/long-dress/133036-alunicorn-isyara-dress-rose,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/719892/big_Artboard_21.png
